./data/maxFitness/20191101/VQD5-1.txt
[ 1,0.392321524421004]
[ 2,0.39281679862257446]
[ 3,0.39281679862257446]
[ 4,0.396982413929843]
[ 5,0.40251534177362697]
[ 6,0.4036933616907365]
[ 7,0.4036933616907365]
[ 8,0.40398409030220256]
[ 9,0.4057014935991565]
[ 10,0.4089370922178333]
[ 11,0.4089370922178333]
[ 12,0.4112761706909443]
[ 13,0.411729273615205]
[ 14,0.41231785093917994]
[ 15,0.41231785093917994]
[ 16,0.41286123535536834]
[ 17,0.4178183712311562]
[ 18,0.4181931322128481]
[ 19,0.41956462612364237]
[ 20,0.41956462659009724]
[ 21,0.4312511986120989]
[ 22,0.4312511986120989]
[ 23,0.4312511986120989]
[ 24,0.43335872178188817]
[ 25,0.43335872178188817]
[ 26,0.43345287178394676]
[ 27,0.44293288585991186]
[ 28,0.44293288585991186]
[ 29,0.44293288585991186]
[ 30,0.44293288585991186]
[ 31,0.45541266222628923]
[ 32,0.45541266222628923]
[ 33,0.45698620604753876]
[ 34,0.45698620604753876]
[ 35,0.45698620604753876]
[ 36,0.4646948171145761]
[ 37,0.4646948171145761]
[ 38,0.46469499575174483]
[ 39,0.46781993050207576]
[ 40,0.4702454751103895]
[ 41,0.4702456487033161]
[ 42,0.4702456487033161]
[ 43,0.4705817010495319]
[ 44,0.4705817010495319]
[ 45,0.47110199900532723]
[ 46,0.47111290630344416]
[ 47,0.47111290630344416]
[ 48,0.471400619022214]
[ 49,0.4824695438843124]
[ 50,0.48247072151906606]
[ 51,0.48247072151906606]
[ 52,0.48337637629965996]
[ 53,0.48337637629965996]
[ 54,0.4837884056182811]
[ 55,0.4837884056182811]
[ 56,0.48391762263117344]
[ 57,0.4866327493047021]
[ 58,0.4866327493047021]
[ 59,0.4868126402492618]
[ 60,0.4903411985393342]
[ 61,0.4903411985393342]
[ 62,0.4904931769583513]
[ 63,0.4904931769583513]
[ 64,0.4904944559450918]
[ 65,0.4913418466397792]
[ 66,0.4913418466397792]
[ 67,0.49134267757665495]
[ 68,0.49134267757665495]
[ 69,0.49134267757665495]
[ 70,0.4972650383260921]
[ 71,0.4972650383260921]
[ 72,0.49775699499613263]
[ 73,0.49775699499613263]
[ 74,0.49794679384199325]
[ 75,0.49822906921981325]
[ 76,0.49822906921981325]
[ 77,0.4983743190958739]
[ 78,0.4987209554845446]
[ 79,0.4987209554845446]
[ 80,0.4987209554845446]
[ 81,0.4987209554845446]
[ 82,0.49982586346565927]
[ 83,0.49982586346565927]
[ 84,0.49982586346565927]
[ 85,0.49982586346565927]
[ 86,0.5003345434948989]
[ 87,0.5100299472512545]
[ 88,0.5100299472512545]
[ 89,0.5100299472512545]
[ 90,0.5100299472512545]
[ 91,0.5105385927778343]
[ 92,0.5105385927778343]
[ 93,0.5105385927778343]
[ 94,0.5105385927778343]
[ 95,0.510699512696765]
[ 96,0.510699512696765]
[ 97,0.510699512696765]
[ 98,0.510699512696765]
[ 99,0.5111091776578339]
[ 100,0.5111091776578339]
[ 101,0.5111092192242653]
[ 102,0.5111092192242653]
[ 103,0.51121341851227]
[ 104,0.5118800148905274]
[ 105,0.511880304385173]
[ 106,0.5118847729727638]
[ 107,0.5118847729727638]
[ 108,0.5124237686068555]
[ 109,0.5124237686068555]
[ 110,0.5124237686068555]
[ 111,0.5124237686068555]
[ 112,0.5124237686068555]
[ 113,0.5127676695324007]
[ 114,0.5127676695324007]
[ 115,0.5188372184123357]
[ 116,0.5188372184123357]
[ 117,0.5188372184123357]
[ 118,0.5188372184123357]
[ 119,0.5188393620280368]
[ 120,0.5188393620280368]
[ 121,0.5193497485902445]
[ 122,0.5193497485902445]
[ 123,0.5193518930092866]
[ 124,0.5201736223998286]
[ 125,0.5201740293645755]
[ 126,0.5211213894799106]
[ 127,0.5211213894799106]
[ 128,0.5211213894799106]
[ 129,0.5218167677054538]
[ 130,0.5218931443750052]
[ 131,0.5233699010248142]
[ 132,0.5233699010248142]
[ 133,0.5233699010248142]
[ 134,0.5237495367299643]
[ 135,0.5237495367299643]
