./data/maxFitness/20191101/VQD1-1.txt
[ 1,0.270416761561748]
[ 2,0.2728816794542768]
[ 3,0.27468712752726465]
[ 4,0.2850908047039454]
[ 5,0.29320386321371095]
[ 6,0.29320386321371095]
[ 7,0.2932487523064744]
[ 8,0.29330625275597544]
[ 9,0.29338650246258513]
[ 10,0.29338650246258513]
[ 11,0.29482914806621535]
[ 12,0.29482914806621535]
[ 13,0.29636779289498]
[ 14,0.29636779289498]
[ 15,0.29636779289498]
[ 16,0.29636805122262855]
[ 17,0.29637163907427583]
[ 18,0.29637163907427583]
[ 19,0.29637163907427583]
[ 20,0.302986201837318]
[ 21,0.302986201837318]
[ 22,0.302986201837318]
[ 23,0.302986201837318]
[ 24,0.3029863886342722]
[ 25,0.3029863886342722]
[ 26,0.3029863886342722]
[ 27,0.3029863886342722]
[ 28,0.3029863886342722]
[ 29,0.3029863886342722]
[ 30,0.3029863886342722]
[ 31,0.3029863886342722]
[ 32,0.3029863886342722]
[ 33,0.3029863886342722]
[ 34,0.3029863886342722]
[ 35,0.30497444685128117]
[ 36,0.30497444685128117]
[ 37,0.3088323495014]
[ 38,0.3088323495014]
[ 39,0.3088323495014]
[ 40,0.3088323495014]
[ 41,0.3101443983137784]
[ 42,0.3101443983137784]
[ 43,0.3103860344583993]
[ 44,0.3103860344583993]
[ 45,0.3103860344583993]
[ 46,0.3187899372211313]
[ 47,0.3187899372211313]
[ 48,0.3187899372211313]
[ 49,0.32034362217813056]
[ 50,0.32034362217813056]
[ 51,0.32034362217813056]
[ 52,0.32034362217813056]
[ 53,0.32034362217813056]
[ 54,0.32034362217813056]
[ 55,0.32034362217813056]
[ 56,0.3285669797547383]
[ 57,0.3285669797547383]
[ 58,0.3285669797547383]
[ 59,0.3285669797547383]
[ 60,0.3285669797547383]
[ 61,0.3327941550663982]
[ 62,0.3327941550663982]
[ 63,0.3327941550663982]
[ 64,0.3327941550663982]
[ 65,0.3327941550663982]
[ 66,0.3327941550663982]
[ 67,0.3327941550663982]
[ 68,0.3330567123374126]
[ 69,0.3330567123374126]
[ 70,0.3330567123374126]
[ 71,0.3330567123374126]
[ 72,0.3330567123374126]
[ 73,0.3330567123374126]
[ 74,0.3330567123374126]
[ 75,0.3337026545932615]
[ 76,0.3337026545932615]
[ 77,0.3337026545932615]
[ 78,0.33549107222426566]
[ 79,0.3358773440370109]
[ 80,0.33838750038528476]
[ 81,0.33838750038528476]
[ 82,0.33838750038528476]
[ 83,0.33838750038528476]
[ 84,0.3418215223407422]
[ 85,0.34342183772518914]
[ 86,0.34342183772518914]
[ 87,0.34342183772518914]
[ 88,0.34342183772518914]
[ 89,0.34342183772518914]
