./data/maxFitness/20191107/VQD2-1.txt
[ 1,0.342101126385605]
[ 2,0.34539681992030213]
[ 3,0.3540561676485391]
[ 4,0.3540561676485391]
[ 5,0.36841718087316083]
[ 6,0.37885032716069567]
[ 7,0.3825026092163163]
[ 8,0.38721674354502095]
[ 9,0.39350563892708673]
[ 10,0.39567030333098446]
[ 11,0.39751021326085634]
[ 12,0.4031951789710321]
[ 13,0.40947431964291925]
[ 14,0.41802963150835054]
[ 15,0.4274485731134914]
[ 16,0.4274485731134914]
[ 17,0.4274714285264996]
[ 18,0.42747666025427045]
[ 19,0.42747666025427045]
[ 20,0.4302054211413455]
[ 21,0.43020545607046196]
[ 22,0.43020545607046196]
[ 23,0.43020545607046196]
[ 24,0.43023041369829335]
[ 25,0.43025873779765916]
[ 26,0.43233271075127727]
[ 27,0.43233271075127727]
[ 28,0.43233271075127727]
[ 29,0.43233271075127727]
[ 30,0.43233271075127727]
[ 31,0.4358655447787905]
[ 32,0.4382130258285148]
[ 33,0.44157896196691526]
[ 34,0.44157896196691526]
[ 35,0.44157896196691526]
[ 36,0.4417460684968285]
[ 37,0.447459082119739]
[ 38,0.447459082119739]
[ 39,0.4481516897007344]
[ 40,0.4509928450099053]
[ 41,0.4509928450099053]
[ 42,0.45546149309107264]
[ 43,0.45546149309107264]
[ 44,0.4589952559812389]
[ 45,0.4589952559812389]
[ 46,0.4589952559812389]
[ 47,0.46024639734800316]
[ 48,0.46024639734800316]
[ 49,0.46464424168750457]
[ 50,0.4662429991241246]
[ 51,0.4662429991241246]
[ 52,0.4662429991241246]
[ 53,0.4662429991241246]
[ 54,0.4662429991241246]
[ 55,0.4662429991241246]
[ 56,0.4689241411176623]
[ 57,0.4689241411176623]
[ 58,0.4689241411176623]
[ 59,0.4689241411176623]
[ 60,0.4689241411176623]
[ 61,0.4689241411176623]
[ 62,0.4689241411176623]
[ 63,0.47070510105236624]
[ 64,0.47070510105236624]
[ 65,0.47071519517573507]
[ 66,0.47071519517573507]
[ 67,0.4724100919518224]
[ 68,0.4724100919518224]
[ 69,0.4724100919518224]
[ 70,0.4729336897223686]
[ 71,0.4729336897223686]
[ 72,0.4729336897223686]
[ 73,0.4729336897223686]
[ 74,0.47916124090165224]
[ 75,0.47916124090165224]
[ 76,0.47916124090165224]
[ 77,0.47916124090165224]
[ 78,0.4814657020235547]
[ 79,0.4814657020235547]
[ 80,0.4814657020235547]
[ 81,0.4814657020235547]
[ 82,0.4814657020235547]
[ 83,0.4814657020235547]
[ 84,0.48158459217615046]
[ 85,0.48283154626935215]
[ 86,0.48283154626935215]
[ 87,0.48310434445308176]
[ 88,0.48310434445308176]
[ 89,0.48310434445308176]
[ 90,0.48310434445308176]
[ 91,0.48310434445308176]
[ 92,0.48310434445308176]
[ 93,0.48310434445308176]
[ 94,0.48310434445308176]
[ 95,0.48310434445308176]
[ 96,0.48310434445308176]
[ 97,0.48310434445308176]
[ 98,0.48310434445308176]
[ 99,0.48310434445308176]
[ 100,0.48383919123079655]
[ 101,0.48383919123079655]
[ 102,0.48383919123079655]
[ 103,0.48383919123079655]
[ 104,0.48383919123079655]
[ 105,0.48383919123079655]
[ 106,0.48383919123079655]
[ 107,0.48383919123079655]
[ 108,0.48742894672571496]
[ 109,0.48742894672571496]
[ 110,0.48742894672571496]
[ 111,0.48742894672571496]
[ 112,0.48742894672571496]
[ 113,0.48742894672571496]
[ 114,0.48742894672571496]
[ 115,0.48742894672571496]
[ 116,0.48742894672571496]
[ 117,0.48742894672571496]
[ 118,0.48742894672571496]
[ 119,0.48742894672571496]
[ 120,0.48742894672571496]
[ 121,0.48742894672571496]
[ 122,0.48742894672571496]
[ 123,0.48742894672571496]
[ 124,0.48742894672571496]
[ 125,0.48742894672571496]
[ 126,0.4875345222357002]
[ 127,0.4875345222357002]
[ 128,0.4875345222357002]
[ 129,0.4875345222357002]
[ 130,0.4883454116476726]
[ 131,0.4883454116476726]
[ 132,0.4883454116476726]
[ 133,0.4883454116476726]
[ 134,0.4883454116476726]
[ 135,0.4883454116476726]
[ 136,0.4883454116476726]
[ 137,0.4999899554538319]
[ 138,0.4999899554538319]
[ 139,0.4999899554538319]
[ 140,0.4999899554538319]
[ 141,0.4999899554538319]
[ 142,0.4999899554538319]
[ 143,0.4999899554538319]
[ 144,0.4999899554538319]
[ 145,0.4999899554538319]
[ 146,0.4999899554538319]
[ 147,0.4999899554538319]
[ 148,0.4999899554538319]
[ 149,0.4999899554538319]
[ 150,0.4999899554538319]
[ 151,0.4999899554538319]
[ 152,0.4999899554538319]
[ 153,0.4999899554538319]
[ 154,0.4999899554538319]
[ 155,0.4999899554538319]
[ 156,0.4999899554538319]
[ 157,0.4999899554538319]
[ 158,0.4999899554538319]
[ 159,0.4999899554538319]
[ 160,0.4999899554538319]
[ 161,0.4999899554538319]
[ 162,0.4999899554538319]
[ 163,0.4999899554538319]
[ 164,0.4999899554538319]
[ 165,0.4999899554538319]
[ 166,0.4999899554538319]
[ 167,0.4999899554538319]
[ 168,0.4999899554538319]
[ 169,0.4999899554538319]
[ 170,0.4999899554538319]
[ 171,0.4999899554538319]
[ 172,0.4999899554538319]
[ 173,0.4999899554538319]
[ 174,0.4999899554538319]
[ 175,0.4999899554538319]
[ 176,0.4999899554538319]
[ 177,0.4999899554538319]
[ 178,0.4999899554538319]
[ 179,0.4999899554538319]
[ 180,0.4999899554538319]
[ 181,0.4999899554538319]
[ 182,0.4999899554538319]
[ 183,0.4999899554538319]
[ 184,0.4999899554538319]
[ 185,0.4999899554538319]
[ 186,0.4999899554538319]
[ 187,0.4999899554538319]
[ 188,0.4999899554538319]
[ 189,0.4999899554538319]
[ 190,0.4999899554538319]
[ 191,0.4999899554538319]
[ 192,0.4999899554538319]
[ 193,0.4999899554538319]
[ 194,0.4999899554538319]
[ 195,0.4999899554538319]
[ 196,0.4999899554538319]
[ 197,0.4999899554538319]
[ 198,0.4999899554538319]
[ 199,0.4999899554538319]
[ 200,0.4999899554538319]
[ 201,0.4999899554538319]
[ 202,0.4999899554538319]
[ 203,0.4999899554538319]
[ 204,0.4999899554538319]
[ 205,0.4999899554538319]
[ 206,0.4999899554538319]
[ 207,0.4999899554538319]
[ 208,0.4999899554538319]
[ 209,0.4999899554538319]
[ 210,0.4999899554538319]
[ 211,0.4999899554538319]
[ 212,0.4999899554538319]
[ 213,0.4999899554538319]
[ 214,0.4999899554538319]
[ 215,0.4999899554538319]
[ 216,0.4999899554538319]
[ 217,0.4999899554538319]
[ 218,0.4999899554538319]
[ 219,0.4999899554538319]
[ 220,0.4999899554538319]
[ 221,0.4999899554538319]
[ 222,0.4999899554538319]
[ 223,0.4999899554538319]
[ 224,0.4999899554538319]
[ 225,0.4999899554538319]
[ 226,0.4999899554538319]
[ 227,0.4999899554538319]
[ 228,0.4999899554538319]
[ 229,0.4999899554538319]
[ 230,0.4999899554538319]
[ 231,0.4999899554538319]
[ 232,0.4999899554538319]
[ 233,0.4999899554538319]
[ 234,0.4999899554538319]
[ 235,0.4999899554538319]
[ 236,0.4999899554538319]
