./data/maxFitness/20191025/VQD5-1.txt
[ 1,0.30462320553387234]
[ 2,0.32171452669456674]
[ 3,0.3268982414605049]
[ 4,0.3268982414605049]
[ 5,0.341477920515016]
[ 6,0.3416059385820436]
[ 7,0.3567495630334992]
[ 8,0.3576969566876499]
[ 9,0.35870983389092304]
[ 10,0.3614041735738484]
[ 11,0.36328021886016154]
[ 12,0.36481864229270267]
[ 13,0.370626251512848]
[ 14,0.3777971962596075]
[ 15,0.3777971962596075]
[ 16,0.3831204281414785]
[ 17,0.3861331085119863]
[ 18,0.3880109281679135]
[ 19,0.39525134707940096]
[ 20,0.3962824583175438]
[ 21,0.3962938082304165]
[ 22,0.39630488353583154]
[ 23,0.4026143611956757]
[ 24,0.40261593857689065]
[ 25,0.4046293012877214]
[ 26,0.4046306932715777]
[ 27,0.40545348780981877]
[ 28,0.40781791559409203]
[ 29,0.40781791559409203]
[ 30,0.40781792778072]
[ 31,0.40781792778072]
[ 32,0.40781792778072]
[ 33,0.40827437492247615]
[ 34,0.40827437492247615]
[ 35,0.40980450497180715]
[ 36,0.4104190132268384]
[ 37,0.41062857630816246]
[ 38,0.4111738203855501]
[ 39,0.4111738203855501]
[ 40,0.41305135282151045]
[ 41,0.41344857195014034]
[ 42,0.41344857195014034]
[ 43,0.41344857195014034]
[ 44,0.41370695963234533]
[ 45,0.41392641699371424]
[ 46,0.41392641699371424]
[ 47,0.41401535547241775]
[ 48,0.41401535547241775]
[ 49,0.41407072193229644]
[ 50,0.4176893993223862]
[ 51,0.4176893993223862]
[ 52,0.42245861893855613]
[ 53,0.4225428722574818]
[ 54,0.4225428722574818]
[ 55,0.42421575372905285]
[ 56,0.42421575372905285]
[ 57,0.42421575372905285]
[ 58,0.42421575372905285]
[ 59,0.42421575372905285]
[ 60,0.42421575372905285]
[ 61,0.42421575372905285]
[ 62,0.42421575372905285]
[ 63,0.42613654177048316]
[ 64,0.4266038780583269]
[ 65,0.4271702532192316]
[ 66,0.4271702532192316]
[ 67,0.4277584460152089]
[ 68,0.4279863044237408]
[ 69,0.4281539022176633]
[ 70,0.4281539022176633]
[ 71,0.4285619517114853]
[ 72,0.4285619517114853]
[ 73,0.4285619517114853]
[ 74,0.4285619517114853]
[ 75,0.4289272008983038]
[ 76,0.4289272008983038]
[ 77,0.4289272008983038]
[ 78,0.4289272008983038]
[ 79,0.4290096441971377]
[ 80,0.42916769929746573]
[ 81,0.42916769929746573]
[ 82,0.4291678373172026]
[ 83,0.4299506030415596]
[ 84,0.43032891236719084]
[ 85,0.4303720572946671]
[ 86,0.4315523596411383]
[ 87,0.4315523596411383]
[ 88,0.4315796486211574]
[ 89,0.4321460294198628]
[ 90,0.43362516723660294]
[ 91,0.43362516723660294]
[ 92,0.43362516723660294]
[ 93,0.43424271003642273]
[ 94,0.4344929151099302]
[ 95,0.4344929151099302]
[ 96,0.4344929151099302]
[ 97,0.4351460252295375]
[ 98,0.4364758560677715]
[ 99,0.4364758560677715]
[ 100,0.4364758560677715]
[ 101,0.4364758560677715]
[ 102,0.4364758560677715]
[ 103,0.4364917825738367]
[ 104,0.4365757760833313]
[ 105,0.4365757760833313]
[ 106,0.4365940766772586]
[ 107,0.4365940766772586]
[ 108,0.4365940766772586]
[ 109,0.4365940766772586]
[ 110,0.4365940766772586]
[ 111,0.4365940766772586]
[ 112,0.4365940766772586]
[ 113,0.4365940766772586]
[ 114,0.4365940766772586]
[ 115,0.4365940766772586]
[ 116,0.4365940766772586]
[ 117,0.4365940766772586]
[ 118,0.4371999286796249]
[ 119,0.43769164449874454]
[ 120,0.4379777587546937]
[ 121,0.4379777587546937]
[ 122,0.4381394075416224]
[ 123,0.4381579208603584]
[ 124,0.4381579208603584]
[ 125,0.43828254409375816]
[ 126,0.43828254409375816]
[ 127,0.43828254409375816]
[ 128,0.43828254409375816]
[ 129,0.43828254409375816]
[ 130,0.43828254409375816]
[ 131,0.43828254409375816]
[ 132,0.43828254409375816]
[ 133,0.43828254409375816]
[ 134,0.43828254409375816]
[ 135,0.43828254409375816]
[ 136,0.43828254409375816]
[ 137,0.43828254409375816]
[ 138,0.43828254409375816]
[ 139,0.43828254409375816]
[ 140,0.43828254409375816]
[ 141,0.43828254409375816]
[ 142,0.43828254409375816]
[ 143,0.43828254409375816]
[ 144,0.4387866786264252]
[ 145,0.4387866786264252]
[ 146,0.4388377451434247]
[ 147,0.43887290859794154]
[ 148,0.43887290859794154]
[ 149,0.4390438487832268]
[ 150,0.43952041920976276]
[ 151,0.4395714947282903]
[ 152,0.4395714947282903]
[ 153,0.43968796514065256]
[ 154,0.43968796514065256]
[ 155,0.43968796514065256]
[ 156,0.43968796514065256]
[ 157,0.43968796514065256]
[ 158,0.43968796514065256]
[ 159,0.43968796514065256]
[ 160,0.43968796514065256]
[ 161,0.43968796514065256]
[ 162,0.43968796514065256]
[ 163,0.43968796514065256]
[ 164,0.43968796514065256]
