./data/maxFitness/20191024-3-VQD3-1.txt
[ 1,0.10197673333356326]
[ 2,0.10806196504170182]
[ 3,0.10806196504170182]
[ 4,0.10806196504170182]
[ 5,0.11620073077464155]
[ 6,0.11994707090855236]
[ 7,0.11994707090855236]
[ 8,0.11994707090855236]
[ 9,0.12434919524317926]
[ 10,0.12434919524317926]
[ 11,0.12434919524317926]
[ 12,0.12434919524317926]
[ 13,0.12816692290314002]
[ 14,0.1284558209370044]
[ 15,0.1284558209370044]
[ 16,0.1284558209370044]
[ 17,0.13239835929500607]
[ 18,0.13239835929500607]
[ 19,0.13239835929500607]
[ 20,0.13239835929500607]
[ 21,0.13468165351289052]
[ 22,0.13468165351289052]
[ 23,0.13475401981966184]
[ 24,0.13485680609761233]
[ 25,0.134934406051359]
[ 26,0.134934406051359]
[ 27,0.13494948702293633]
[ 28,0.13494948702293633]
[ 29,0.13501101124516815]
[ 30,0.13501101124516815]
[ 31,0.13501101124516815]
[ 32,0.13501771939712903]
[ 33,0.13505308948755654]
[ 34,0.13505642636489257]
[ 35,0.13505757532682106]
[ 36,0.13505757532682106]
[ 37,0.135063407474854]
[ 38,0.135063407474854]
[ 39,0.13507539086616424]
[ 40,0.13626233344167354]
[ 41,0.13626233344167354]
[ 42,0.13693037023459742]
[ 43,0.14395598541852847]
[ 44,0.14395598545508578]
[ 45,0.1455102779590311]
[ 46,0.1455102779590311]
[ 47,0.14919813236966728]
[ 48,0.14919813236966728]
[ 49,0.14919813236966728]
[ 50,0.14919813236966728]
[ 51,0.14919813236966728]
[ 52,0.15075973097395126]
[ 53,0.15075982299291765]
[ 54,0.1507598823162658]
[ 55,0.15076018810102396]
[ 56,0.1507601894768149]
[ 57,0.15319501003277347]
[ 58,0.1531950100946266]
[ 59,0.1531950100946266]
[ 60,0.1531950100946266]
[ 61,0.1531950100946266]
[ 62,0.1531950100946266]
[ 63,0.15319505550900653]
[ 64,0.15319505550900653]
[ 65,0.15335715042881753]
[ 66,0.15335715917691195]
[ 67,0.15335715917691195]
[ 68,0.15784909904927233]
[ 69,0.15784909904927233]
[ 70,0.15784909904927233]
[ 71,0.15784909904927233]
[ 72,0.15949689098465733]
[ 73,0.16152528753721598]
[ 74,0.16152528753721598]
[ 75,0.16152528753721598]
[ 76,0.16379834020509745]
[ 77,0.16379834020509745]
[ 78,0.1660330203529771]
[ 79,0.1660330203529771]
[ 80,0.1660330203529771]
[ 81,0.17037088327979297]
[ 82,0.17037088327979297]
[ 83,0.17037088327979297]
[ 84,0.17037088327979297]
[ 85,0.1720515403295006]
[ 86,0.1720515403295006]
[ 87,0.1722518514082097]
[ 88,0.1722518514082097]
[ 89,0.17227109275996208]
[ 90,0.17227109275996208]
[ 91,0.1724928748601147]
[ 92,0.1733395404753286]
[ 93,0.1736309540624191]
[ 94,0.1736309540624191]
[ 95,0.1736309540624191]
[ 96,0.17363150305943473]
[ 97,0.17363150305943473]
[ 98,0.17363150305943473]
[ 99,0.17363150305943473]
[ 100,0.17363153737152937]
[ 101,0.17363153737152937]
[ 102,0.17718638296105677]
[ 103,0.17718638296105677]
[ 104,0.17718638296105677]
[ 105,0.17718638296105677]
[ 106,0.17718638296105677]
[ 107,0.17718638296105677]
[ 108,0.17718638296105677]
