./data/maxFitness/20191024-5-VQD5-2.txt
[ 1,0.2891125341897125]
[ 2,0.2929436386730235]
[ 3,0.2929436386730235]
[ 4,0.29416378356429196]
[ 5,0.2989869639927498]
[ 6,0.300027853877856]
[ 7,0.300027853877856]
[ 8,0.3000291876599871]
[ 9,0.30160594653156436]
[ 10,0.30178238808221924]
[ 11,0.3022518786756685]
[ 12,0.3022518786756685]
[ 13,0.3022518786756685]
[ 14,0.3022518786756685]
[ 15,0.3022677837985231]
[ 16,0.3022677837985231]
[ 17,0.30348077559343084]
[ 18,0.3034816357962439]
[ 19,0.30436577870900894]
[ 20,0.30436577870900894]
[ 21,0.30436577870900894]
[ 22,0.30735911463600135]
[ 23,0.3113519383161659]
[ 24,0.3113519383161659]
[ 25,0.31227223655179503]
[ 26,0.31227223655179503]
[ 27,0.31227223655179503]
[ 28,0.3152739145150848]
[ 29,0.3152739145150848]
[ 30,0.3152739145150848]
[ 31,0.3156553420412108]
[ 32,0.3156553420412108]
[ 33,0.3156553420412108]
[ 34,0.31961703276625575]
[ 35,0.31961703276625575]
[ 36,0.31961703276625575]
[ 37,0.3235091965778854]
[ 38,0.3237838939497255]
[ 39,0.3257827740123221]
[ 40,0.32578675564761655]
[ 41,0.32611394328822024]
[ 42,0.32611394328822024]
[ 43,0.32611394328822024]
[ 44,0.32883217576241675]
[ 45,0.3288728758454919]
[ 46,0.3288728758454919]
[ 47,0.32947230414532586]
[ 48,0.32947230414532586]
[ 49,0.32947273029168844]
[ 50,0.32947273029168844]
[ 51,0.33095274592700785]
[ 52,0.33095274592700785]
[ 53,0.33095274592700785]
[ 54,0.33095274592700785]
[ 55,0.3309865863319829]
[ 56,0.3310633818248418]
[ 57,0.33135533138694895]
[ 58,0.33135533138694895]
[ 59,0.33146505846058727]
[ 60,0.33219422067386123]
[ 61,0.33219422067386123]
[ 62,0.33219422067386123]
[ 63,0.3328242052868858]
[ 64,0.3334382360612245]
[ 65,0.3334382360612245]
[ 66,0.3334382360612245]
[ 67,0.3334382360612245]
[ 68,0.3334382360612245]
[ 69,0.3334382360612245]
[ 70,0.3334382360612245]
[ 71,0.3334382360612245]
[ 72,0.3334382360612245]
[ 73,0.3334382360612245]
[ 74,0.3334382360612245]
[ 75,0.3334382360612245]
[ 76,0.3334382360612245]
[ 77,0.3334382360612245]
[ 78,0.33421244219956425]
[ 79,0.33421244219956425]
[ 80,0.33421244219956425]
[ 81,0.33421244219956425]
[ 82,0.33421244219956425]
[ 83,0.3345008812234741]
[ 84,0.3345008812234741]
[ 85,0.3345008812234741]
[ 86,0.3345008812234741]
[ 87,0.3345083813718018]
[ 88,0.334690841552998]
[ 89,0.334690841552998]
[ 90,0.33564709564917977]
[ 91,0.33564709564917977]
[ 92,0.335701501008848]
[ 93,0.335701501008848]
[ 94,0.33570188370787934]
[ 95,0.3357109466773508]
[ 96,0.3370862805304871]
[ 97,0.3370862805304871]
[ 98,0.3370862805304871]
[ 99,0.3370862805304871]
[ 100,0.33709159180842124]
[ 101,0.3380031367112863]
[ 102,0.33806339726564555]
[ 103,0.33806339726564555]
[ 104,0.33806339726564555]
[ 105,0.34895172154947096]
[ 106,0.34895172154947096]
[ 107,0.34895172154947096]
[ 108,0.34907647116524637]
[ 109,0.34907647116524637]
[ 110,0.35098208517499874]
[ 111,0.35098208517499874]
[ 112,0.3509843416575643]
[ 113,0.35134415215062514]
[ 114,0.3513478823182833]
[ 115,0.3513527410643282]
[ 116,0.35181640691637783]
[ 117,0.3518214812046065]
[ 118,0.3518214812046065]
[ 119,0.3518214812046065]
[ 120,0.3518217388821333]
[ 121,0.3518217388821333]
[ 122,0.3518219711441387]
[ 123,0.3518219711441387]
[ 124,0.35201379384413684]
[ 125,0.35201379384413684]
[ 126,0.35201379384413684]
[ 127,0.3520137947009094]
[ 128,0.3522034352671177]
[ 129,0.3524507178853823]
[ 130,0.35284330707190675]
[ 131,0.35284330707190675]
[ 132,0.3545687686433788]
[ 133,0.35484563353668946]
[ 134,0.35550252345452077]
[ 135,0.35550252345452077]
[ 136,0.35550252345452077]
[ 137,0.35550252345452077]
[ 138,0.35557350769902757]
[ 139,0.35557350769902757]
[ 140,0.35557350769902757]
[ 141,0.3557772599220858]
[ 142,0.3557772599220858]
[ 143,0.3557772599220858]
[ 144,0.3557772599220858]
[ 145,0.3559587365056684]
[ 146,0.3559587365056684]
[ 147,0.3559587365056684]
[ 148,0.3559587365056684]
[ 149,0.3562146354473356]
[ 150,0.3562146354473356]
[ 151,0.3566151196885239]
[ 152,0.35687101863019105]
[ 153,0.35687101863019105]
[ 154,0.3568711458841054]
[ 155,0.35704090112745174]
[ 156,0.35704090112745174]
[ 157,0.35704090112745174]
[ 158,0.3572562929204761]
[ 159,0.35752825633022883]
[ 160,0.35752825633022883]
[ 161,0.35752825633022883]
[ 162,0.35752825633022883]
[ 163,0.35776834596998053]
[ 164,0.35776834596998053]
[ 165,0.35776834596998053]
[ 166,0.3578305569533282]
[ 167,0.3579744584151552]
[ 168,0.3579744584151552]
[ 169,0.3581443362223731]
[ 170,0.3581443362223731]
[ 171,0.3581443362223731]
[ 172,0.3581443362223731]
[ 173,0.3581443362223731]
[ 174,0.3581443362223731]
[ 175,0.3581443362223731]
[ 176,0.3581443362223731]
[ 177,0.3581443362223731]
[ 178,0.3581443362223731]
[ 179,0.3581443362223731]
[ 180,0.3581443362223731]
[ 181,0.3581443362223731]
[ 182,0.3581443362223731]
[ 183,0.3581443362223731]
[ 184,0.3581443362223731]
[ 185,0.3581443362223731]
[ 186,0.3581443362223731]
[ 187,0.3581443362223731]
[ 188,0.3581443362223731]
[ 189,0.3581443362223731]
[ 190,0.3581443362223731]
[ 191,0.3581443362223731]
[ 192,0.3581443362223731]
[ 193,0.3581443362223731]
[ 194,0.3581443362223731]
[ 195,0.3581443362223731]
[ 196,0.3581443362223731]
[ 197,0.3581443362223731]
[ 198,0.3581443362223731]
[ 199,0.3581443362223731]
[ 200,0.3581443362223731]
[ 201,0.3581443362223731]
[ 202,0.3581443362223731]
[ 203,0.3581443362223731]
[ 204,0.3581443362223731]
[ 205,0.3581443362223731]
[ 206,0.3581443362223731]
[ 207,0.3581443362223731]
[ 208,0.3581443362223731]
[ 209,0.3581443362223731]
[ 210,0.3581443362223731]
[ 211,0.3581443362223731]
[ 212,0.3581443362223731]
[ 213,0.3581443362223731]
[ 214,0.3581443362223731]
[ 215,0.3581443362223731]
[ 216,0.3581443362223731]
[ 217,0.3581443362223731]
[ 218,0.3581443362223731]
[ 219,0.3581443362223731]
[ 220,0.3581443362223731]
[ 221,0.3605633603828815]
[ 222,0.362371718242664]
[ 223,0.362371718242664]
[ 224,0.362371718242664]
[ 225,0.362371718242664]
[ 226,0.36238662983411357]
[ 227,0.36238662983411357]
[ 228,0.36251157745227874]
[ 229,0.36323449392364293]
[ 230,0.36323449392364293]
[ 231,0.36323449392364293]
[ 232,0.36390024127686665]
[ 233,0.36476393491242565]
[ 234,0.36476393491242565]
[ 235,0.36680843035739374]
[ 236,0.36721402724000285]
[ 237,0.36721402724000285]
[ 238,0.36721402987237256]
[ 239,0.36721402987237256]
[ 240,0.36721402987237256]
[ 241,0.36721402987237256]
[ 242,0.3679101108526607]
[ 243,0.36873579022777997]
[ 244,0.36873579022777997]
[ 245,0.36873579022777997]
[ 246,0.3687828070722902]
[ 247,0.3692226176625913]
[ 248,0.3692226176625913]
[ 249,0.3692226176625913]
[ 250,0.3692241506697111]
[ 251,0.3692241506697111]
[ 252,0.3692666065032607]
[ 253,0.36926969208778837]
[ 254,0.3705826082136384]
[ 255,0.3705826082136384]
[ 256,0.37062439830790705]
[ 257,0.3706272238786453]
[ 258,0.3706272238786453]
[ 259,0.3706272238786453]
[ 260,0.3706272238786453]
[ 261,0.3706272238786453]
[ 262,0.3706272238786453]
[ 263,0.3706272238786453]
[ 264,0.3706272238786453]
[ 265,0.3718364939500438]
[ 266,0.3718463885100785]
[ 267,0.3718463885100785]
[ 268,0.372572560993386]
[ 269,0.372572560993386]
[ 270,0.3726993521956513]
[ 271,0.3726993521956513]
[ 272,0.3726993521956513]
[ 273,0.3726993521956513]
[ 274,0.3726993521956513]
[ 275,0.37277716133614663]
[ 276,0.3727813731274258]
[ 277,0.3727813731274258]
[ 278,0.3727813731274258]
[ 279,0.3727813731274258]
[ 280,0.3727813731274258]
[ 281,0.3727813731274258]
[ 282,0.3727813731274258]
[ 283,0.3727813731274258]
[ 284,0.3727813731274258]
[ 285,0.3727813731274258]
