./data/maxFitness/20191024-1-VQD1-3.txt
[ 1,0.10694080912473052]
[ 2,0.11763860451898499]
[ 3,0.11763860451898499]
[ 4,0.11817351985582465]
[ 5,0.1211735419530433]
[ 6,0.12900911015234934]
[ 7,0.12900911015234934]
[ 8,0.13158065774392083]
[ 9,0.13158065774392083]
[ 10,0.1316044529516014]
[ 11,0.13293277954471652]
[ 12,0.13293277954471652]
[ 13,0.13293277954471652]
[ 14,0.1416503006700747]
[ 15,0.1416503006700747]
[ 16,0.1416503006700747]
[ 17,0.1416503006700747]
[ 18,0.1416503006700747]
[ 19,0.1416503006700747]
[ 20,0.14166827160091328]
[ 21,0.1418019514404706]
[ 22,0.1418019514404706]
[ 23,0.1418019514404706]
[ 24,0.14467896097145255]
[ 25,0.14467896097145255]
[ 26,0.14467896097145255]
[ 27,0.14467896097145255]
[ 28,0.14483061174184847]
[ 29,0.14483061174184847]
[ 30,0.1462682817320758]
[ 31,0.1462682817320758]
[ 32,0.1462682817320758]
[ 33,0.146294919706876]
[ 34,0.14631267721285462]
[ 35,0.15547915313684124]
[ 36,0.15547918296066363]
[ 37,0.15547918296066363]
[ 38,0.15549537924785417]
[ 39,0.15549551045805776]
[ 40,0.15720698088018578]
[ 41,0.15720698088018578]
[ 42,0.15720698088018578]
[ 43,0.15721395725062642]
[ 44,0.15860465715794586]
[ 45,0.15860465715794586]
[ 46,0.16901579315985335]
[ 47,0.16901579315985335]
[ 48,0.16901579315985335]
[ 49,0.17018478698664916]
[ 50,0.17018478698664916]
[ 51,0.17018513443944802]
[ 52,0.17191361385472861]
[ 53,0.17191491856977967]
[ 54,0.1750448326964309]
[ 55,0.1750448326964309]
[ 56,0.1750448326964309]
[ 57,0.1750448326964309]
[ 58,0.1750448326964309]
[ 59,0.1750448326964309]
[ 60,0.1750448326964309]
[ 61,0.1750461522857691]
[ 62,0.1750461522857691]
[ 63,0.1750461522857691]
[ 64,0.1750461522857691]
[ 65,0.1750461522857691]
[ 66,0.1750461522857691]
[ 67,0.1750461522884049]
[ 68,0.1750461522884049]
[ 69,0.1750461522884049]
[ 70,0.1750461522884049]
[ 71,0.1750461522884049]
[ 72,0.1750461522884049]
[ 73,0.1750461522884049]
[ 74,0.1750461522884049]
[ 75,0.17842323823315864]
[ 76,0.17842323823315864]
[ 77,0.17842323823315864]
[ 78,0.17842323823315864]
[ 79,0.17842323823315864]
[ 80,0.17842323823315864]
[ 81,0.17842323823315864]
[ 82,0.17842323823315864]
[ 83,0.17842323823315864]
[ 84,0.17842323823315864]
[ 85,0.17842323823315864]
[ 86,0.17842323823315864]
[ 87,0.17868846937290245]
[ 88,0.17868846937290245]
[ 89,0.17868846937290245]
[ 90,0.17868846937290245]
[ 91,0.1791385616076088]
[ 92,0.1791385616076088]
[ 93,0.1791385616076088]
[ 94,0.1791385616076088]
[ 95,0.1791385616076088]
[ 96,0.18081927474616705]
[ 97,0.18081927474616705]
[ 98,0.18081927474616705]
[ 99,0.18081927474616705]
[ 100,0.18081927474616705]
[ 101,0.18114122563627133]
[ 102,0.18114122563627133]
[ 103,0.18114122563627133]
[ 104,0.18114122563627133]
[ 105,0.18114122563627133]
[ 106,0.18114122563627133]
[ 107,0.1882530852034509]
[ 108,0.18826405727935688]
[ 109,0.18826405727935688]
[ 110,0.18826405727935688]
[ 111,0.18826405727935688]
[ 112,0.18826405727935688]
[ 113,0.18826405727935688]
[ 114,0.18826405727935688]
[ 115,0.18826405727935688]
[ 116,0.18826405727935688]
[ 117,0.18826405727935688]
[ 118,0.18826405727935688]
[ 119,0.18826405727935688]
[ 120,0.18830837473504136]
[ 121,0.18830837473504136]
[ 122,0.18830837473504136]
[ 123,0.18830837473504136]
[ 124,0.18830837473504136]
[ 125,0.18830837473504136]
[ 126,0.18830837473504136]
[ 127,0.19024131582877923]
[ 128,0.19024131582877923]
[ 129,0.19024131582877923]
[ 130,0.19024131582877923]
[ 131,0.1907337018438557]
[ 132,0.1907337018438557]
[ 133,0.1907337018438557]
[ 134,0.1907337018438557]
[ 135,0.1907337018438557]
[ 136,0.1907337018438557]
[ 137,0.19112850295340864]
[ 138,0.19112850295340864]
[ 139,0.19112850295340864]
[ 140,0.19112850295340864]
[ 141,0.19112850295340864]
[ 142,0.19112850295340864]
[ 143,0.19112850295340864]
[ 144,0.19184998675100906]
[ 145,0.19184998675100906]
[ 146,0.19259697313464158]
[ 147,0.19259697313464158]
[ 148,0.19259697313464158]
[ 149,0.19331845693224198]
[ 150,0.19331845693224198]
[ 151,0.19331845693224198]
[ 152,0.19331845693224198]
[ 153,0.19331845693224198]
[ 154,0.19331845693224198]
[ 155,0.19331845693224198]
[ 156,0.19331845693224198]
[ 157,0.19331845693224198]
[ 158,0.19331845693224198]
[ 159,0.19331845693224198]
[ 160,0.19331845693224198]
[ 161,0.19331845693224198]
[ 162,0.19331845693224198]
[ 163,0.19331845693224198]
[ 164,0.19331845693224198]
[ 165,0.19331845693224198]
[ 166,0.19331845693224198]
[ 167,0.19331845693224198]
[ 168,0.19331845693224198]
[ 169,0.19331845693224198]
[ 170,0.19331845693224198]
[ 171,0.19331845693224198]
[ 172,0.19331845693224198]
[ 173,0.19331845693224198]
[ 174,0.19331845693224198]
[ 175,0.19331845693224198]
[ 176,0.19331845693224198]
[ 177,0.19331845693224198]
[ 178,0.19331845693224198]
[ 179,0.19331845693224198]
[ 180,0.19331845693224198]
[ 181,0.1975801494122728]
[ 182,0.1975801494122728]
[ 183,0.1975801494122728]
[ 184,0.1975801494122728]
[ 185,0.1975801494122728]
[ 186,0.1975801494122728]
[ 187,0.1975801494122728]
[ 188,0.1975801494122728]
[ 189,0.1975801494122728]
[ 190,0.19837884913974355]
[ 191,0.19837884913974355]
[ 192,0.19837884913974355]
[ 193,0.19837884913974355]
[ 194,0.19837884913974355]
[ 195,0.19837884913974355]
[ 196,0.19837884913974355]
[ 197,0.19837884913974355]
[ 198,0.19837884913974355]
[ 199,0.19837884913974355]
[ 200,0.19837884913974355]
[ 201,0.19837884913974355]
[ 202,0.19837884913974355]
[ 203,0.19860895434677414]
[ 204,0.19886210506558205]
[ 205,0.19886210506558205]
[ 206,0.19886210506558205]
[ 207,0.1993418784617231]
[ 208,0.19982513438756164]
[ 209,0.19982513438756164]
[ 210,0.19982513438756164]
[ 211,0.19982513438756164]
[ 212,0.19982513438756164]
[ 213,0.19982513438756164]
[ 214,0.19982513438756164]
[ 215,0.19982513438756164]
[ 216,0.19982513438756164]
[ 217,0.19982513438756164]
[ 218,0.19982513438756164]
[ 219,0.19982513438756164]
[ 220,0.19982513438756164]
[ 221,0.19982513438756164]
[ 222,0.19982513438756164]
[ 223,0.19982513438756164]
[ 224,0.19982513438756164]
[ 225,0.19982513438756164]
[ 226,0.19982513438756164]
[ 227,0.19982513438756164]
[ 228,0.19982513438756164]
[ 229,0.19982513438756164]
[ 230,0.19982513438756164]
[ 231,0.19982513438756164]
[ 232,0.19982513438756164]
[ 233,0.19982513438756164]
[ 234,0.19982513438756164]
[ 235,0.19982513438756164]
[ 236,0.19982513438756164]
[ 237,0.19982513438756164]
[ 238,0.19982513438756164]
[ 239,0.19982513438756164]
[ 240,0.19982513438756164]
[ 241,0.19982513438756164]
[ 242,0.19982513438756164]
[ 243,0.19982513438756164]
[ 244,0.19982513438756164]
[ 245,0.19986799722786977]
[ 246,0.19986799722786977]
[ 247,0.19986799722786977]
[ 248,0.19986799722786977]
[ 249,0.19986799722786977]
[ 250,0.19986799722786977]
[ 251,0.19986799722786977]
[ 252,0.19986799722786977]
[ 253,0.19986799722786977]
[ 254,0.19986799722786977]
[ 255,0.19986799722786977]
[ 256,0.19986799722786977]
[ 257,0.19986799722786977]
[ 258,0.19986799722786977]
[ 259,0.19986799722786977]
[ 260,0.19986799722786977]
[ 261,0.19986799722786977]
[ 262,0.19986799722786977]
[ 263,0.19986799722786977]
[ 264,0.19986799722786977]
[ 265,0.19986799722786977]
[ 266,0.19986799722786977]
[ 267,0.19992638301816523]
[ 268,0.19992638301816523]
[ 269,0.19992638301816523]
[ 270,0.19992638301816523]
[ 271,0.19992638301816523]
[ 272,0.19992638301816523]
[ 273,0.19992638301816523]
[ 274,0.19992638301816523]
[ 275,0.19992638301816523]
