./data/maxFitness/20191025/VQD4-1.txt
[ 1,0.3836337772825443]
[ 2,0.3841554792117659]
[ 3,0.38911873007636]
[ 4,0.3906093528469602]
[ 5,0.3917151202604727]
[ 6,0.3917242875950614]
[ 7,0.42076340170942916]
[ 8,0.42194565424567154]
[ 9,0.4255272870125562]
[ 10,0.4255272870125562]
[ 11,0.4255272870125562]
[ 12,0.4255390458825094]
[ 13,0.4709043572768116]
[ 14,0.4709043572768116]
[ 15,0.4726320880465392]
[ 16,0.4726320880465392]
[ 17,0.4765628356822784]
[ 18,0.4765628356822784]
[ 19,0.4765628356822784]
[ 20,0.47686583181456416]
[ 21,0.47686583181456416]
[ 22,0.47686614217939083]
[ 23,0.47686614217939083]
[ 24,0.47715411915261186]
[ 25,0.47801701966657756]
[ 26,0.4780903718231846]
[ 27,0.4817542034521218]
[ 28,0.4817542034521218]
[ 29,0.48202183566708695]
[ 30,0.48989744355420733]
[ 31,0.48989744355420733]
[ 32,0.495832140893406]
[ 33,0.495832140893406]
[ 34,0.4959211671337698]
[ 35,0.49658810987255303]
[ 36,0.4985418884593413]
[ 37,0.5181165205536623]
[ 38,0.520263561788336]
[ 39,0.5202820629882879]
[ 40,0.529877301777373]
[ 41,0.5300647597795856]
[ 42,0.5436210845112293]
[ 43,0.5436210845112293]
[ 44,0.5436210845112293]
[ 45,0.5436335956030913]
[ 46,0.5456004809621794]
[ 47,0.5456004809621794]
[ 48,0.5456894615925312]
[ 49,0.5456894615925312]
[ 50,0.5458123057718745]
[ 51,0.5458123057718745]
[ 52,0.5458123057718745]
[ 53,0.5459232305934456]
[ 54,0.5459232305934456]
[ 55,0.5461790330749247]
[ 56,0.5545194732282038]
[ 57,0.5568214571817992]
[ 58,0.5568214571817992]
[ 59,0.5568220465343519]
[ 60,0.5568220465343519]
[ 61,0.5570606661724989]
[ 62,0.5570606661724989]
[ 63,0.5570606661724989]
[ 64,0.5571820452069689]
[ 65,0.5571820452069689]
[ 66,0.5574013138426409]
[ 67,0.5574013138426409]
[ 68,0.55830536693958]
[ 69,0.55830536693958]
[ 70,0.55830536693958]
[ 71,0.55830536693958]
[ 72,0.5627383037378207]
[ 73,0.5627383037378207]
[ 74,0.5627383037378207]
[ 75,0.5627383037378207]
[ 76,0.5628122147475375]
[ 77,0.5628122147475375]
[ 78,0.5628122147475375]
[ 79,0.5634727583438672]
[ 80,0.5634727583438672]
[ 81,0.5634727583438672]
[ 82,0.5634727583438672]
[ 83,0.5635206606663198]
[ 84,0.5638297002264477]
[ 85,0.5638297002264477]
[ 86,0.5638776025483417]
[ 87,0.563971690405462]
[ 88,0.5657398262328247]
[ 89,0.5657398262328247]
[ 90,0.5657398262328247]
[ 91,0.5657679469624466]
[ 92,0.5657679469624466]
[ 93,0.5765599745802367]
[ 94,0.5765599745802367]
[ 95,0.5775988903241597]
[ 96,0.5775988903241597]
[ 97,0.5775988903241597]
[ 98,0.5775997440401622]
[ 99,0.577627011074389]
[ 100,0.577627011074389]
[ 101,0.577627011074389]
[ 102,0.577627011074389]
[ 103,0.577627011074389]
[ 104,0.577627011074389]
[ 105,0.577627011074389]
[ 106,0.577627011074389]
[ 107,0.577627011074389]
[ 108,0.5778066467061533]
[ 109,0.5778066467061533]
[ 110,0.5778066467061533]
[ 111,0.5778694294563774]
[ 112,0.5778694294563774]
[ 113,0.5778694294563774]
[ 114,0.5778694294563774]
[ 115,0.5778771663293887]
[ 116,0.5778771663293887]
[ 117,0.5778771663293887]
[ 118,0.5778925575182082]
[ 119,0.5778925575182082]
[ 120,0.5778925575182082]
[ 121,0.5778925575182082]
[ 122,0.5778925575182082]
[ 123,0.5778925575182082]
[ 124,0.5778925575182082]
[ 125,0.5778925575182082]
[ 126,0.5778925575182082]
[ 127,0.5778925575182082]
[ 128,0.5778925575182082]
[ 129,0.5778925575182082]
[ 130,0.5778925575182082]
[ 131,0.5778925575182082]
[ 132,0.5778925575182082]
[ 133,0.5778925575182082]
[ 134,0.5778925575182082]
[ 135,0.5778925575182082]
[ 136,0.5778925575182082]
[ 137,0.5778925575182082]
[ 138,0.5778925575182082]
[ 139,0.5778925575182082]
[ 140,0.5778925575182082]
[ 141,0.5778925575182082]
[ 142,0.5778925575182082]
[ 143,0.5778925575182082]
[ 144,0.5778925575182082]
[ 145,0.5778925575182082]
[ 146,0.5778925575182082]
[ 147,0.5778925575182082]
[ 148,0.5778925575182082]
[ 149,0.5778925575182082]
[ 150,0.5778925575182082]
[ 151,0.5778925575182082]
[ 152,0.5778925575182082]
[ 153,0.5778925575182082]
[ 154,0.5778925575182082]
[ 155,0.5778925575182082]
[ 156,0.5778925575182082]
[ 157,0.5778925575182082]
[ 158,0.5778925575182082]
[ 159,0.5778925575182082]
[ 160,0.5778925575182082]
[ 161,0.5778925575182082]
[ 162,0.5897625132648229]
[ 163,0.5897625132648229]
[ 164,0.5897625132648229]
[ 165,0.5898180354339939]
[ 166,0.5898180354339939]
[ 167,0.5898522599061902]
[ 168,0.5898522599061902]
[ 169,0.5898522599061902]
[ 170,0.5899427795425655]
[ 171,0.5899427795425655]
[ 172,0.5899770040147614]
[ 173,0.5899770040147614]
[ 174,0.5899876360768275]
[ 175,0.5899876360768275]
[ 176,0.5899876360768275]
[ 177,0.5904001539474945]
[ 178,0.5904001539474945]
[ 179,0.5908735945796924]
[ 180,0.5914965895736811]
[ 181,0.5917756812524801]
[ 182,0.5917756812524801]
[ 183,0.5917795370018988]
[ 184,0.59178458466831]
[ 185,0.59178458466831]
[ 186,0.59178458466831]
[ 187,0.59178458466831]
[ 188,0.59178458466831]
[ 189,0.59178458466831]
[ 190,0.59178458466831]
[ 191,0.59178458466831]
[ 192,0.59178458466831]
[ 193,0.59178458466831]
[ 194,0.5929148615291845]
[ 195,0.6112184165867728]
[ 196,0.6112184165867728]
[ 197,0.6114648600270485]
[ 198,0.6114648600270485]
[ 199,0.6241270206270709]
[ 200,0.6241270206270709]
[ 201,0.6241270206270709]
[ 202,0.6241270206270709]
[ 203,0.6241270206270709]
[ 204,0.6244825599026489]
[ 205,0.6244825599026489]
[ 206,0.624588162117896]
[ 207,0.624588162117896]
[ 208,0.6268586417663843]
[ 209,0.6272421565972612]
[ 210,0.6272421565972612]
[ 211,0.6272421565972612]
[ 212,0.6276309728675565]
[ 213,0.6276309728675565]
[ 214,0.6280144877090278]
[ 215,0.6280144877090278]
[ 216,0.6280144877090278]
[ 217,0.6284998566633283]
[ 218,0.6284998566633283]
[ 219,0.6284998566633283]
[ 220,0.6284998566633283]
[ 221,0.6284998566633283]
[ 222,0.6284998566633283]
[ 223,0.6294968712417044]
[ 224,0.6294968712417044]
[ 225,0.6320193951752365]
[ 226,0.6320193951752365]
[ 227,0.6320193951752365]
[ 228,0.6340940729569037]
[ 229,0.6340940729569037]
[ 230,0.6340940729569037]
[ 231,0.6340940729569037]
[ 232,0.6340940729569037]
[ 233,0.6340940729569037]
[ 234,0.6340940729569037]
[ 235,0.6340940729569037]
[ 236,0.6417043441824541]
[ 237,0.6417043441824541]
[ 238,0.6430682040840626]
[ 239,0.6430682040840626]
[ 240,0.6430682040840626]
[ 241,0.6430682040840626]
[ 242,0.6430682040840626]
[ 243,0.6430682040840626]
[ 244,0.6430682040840626]
[ 245,0.6430682040840626]
[ 246,0.6430682040840626]
[ 247,0.6430682040840626]
[ 248,0.6430682040840626]
[ 249,0.6430682040840626]
[ 250,0.6430682040840626]
[ 251,0.6430682040840626]
[ 252,0.6430682040840626]
[ 253,0.6430682040840626]
[ 254,0.6430682040840626]
[ 255,0.6430682040840626]
[ 256,0.6430682040840626]
[ 257,0.6430682040840626]
[ 258,0.6431885462460164]
[ 259,0.6431885462460164]
[ 260,0.6431885462460164]
[ 261,0.6431885462460164]
[ 262,0.6438896729484849]
[ 263,0.6438896729484849]
[ 264,0.6438896729484849]
[ 265,0.6438896729484849]
[ 266,0.6440273087351904]
[ 267,0.6440273087351904]
[ 268,0.6440273087351904]
[ 269,0.6440273087351904]
[ 270,0.6440273087351904]
[ 271,0.6461746039869681]
[ 272,0.6461746039869681]
[ 273,0.6461746039869681]
[ 274,0.6511898002504595]
[ 275,0.6511898002504595]
[ 276,0.6514841724300495]
[ 277,0.6514841724300495]
[ 278,0.6514841724300495]
[ 279,0.6514841724300495]
[ 280,0.6514841724300495]
[ 281,0.6514841724300495]
[ 282,0.6514841724300495]
[ 283,0.6514841724300495]
[ 284,0.6514841724300495]
[ 285,0.6514841724300495]
[ 286,0.6514841724300495]
[ 287,0.6514841724300495]
[ 288,0.6514841724300495]
[ 289,0.6514841724300495]
[ 290,0.6514841724300495]
[ 291,0.6514841724300495]
[ 292,0.6514841724300495]
[ 293,0.6514841724300495]
[ 294,0.6514841724300495]
[ 295,0.6514841724300495]
[ 296,0.6514841724300495]
[ 297,0.6514841724300495]
[ 298,0.6514841724300495]
[ 299,0.6514841724300495]
[ 300,0.6514841724300495]
[ 301,0.6514841724300495]
[ 302,0.6514841724300495]
[ 303,0.6514841724300495]
[ 304,0.6514841724300495]
[ 305,0.6514841724300495]
[ 306,0.6514841724300495]
[ 307,0.6514841724300495]
[ 308,0.6514841724300495]
[ 309,0.6514841724300495]
[ 310,0.6514841724300495]
[ 311,0.6514841724300495]
[ 312,0.6514841724300495]
[ 313,0.6514841724300495]
[ 314,0.6514841724300495]
[ 315,0.6514841724300495]
[ 316,0.6514841724300495]
[ 317,0.6514841724300495]
[ 318,0.6514841724300495]
[ 319,0.6514841724300495]
[ 320,0.6514841724300495]
[ 321,0.6514841724300495]
[ 322,0.6514841724300495]
[ 323,0.6514841724300495]
[ 324,0.6514841724300495]
[ 325,0.6514841724300495]
[ 326,0.6514841724300495]
[ 327,0.6514841724300495]
[ 328,0.6514841724300495]
[ 329,0.6514841724300495]
[ 330,0.6514841724300495]
[ 331,0.6514841724300495]
[ 332,0.6514841724300495]
[ 333,0.6514841724300495]
[ 334,0.6514841724300495]
[ 335,0.6514841724300495]
[ 336,0.6514841724300495]
[ 337,0.6514841724300495]
[ 338,0.6514841724300495]
[ 339,0.6514841724300495]
[ 340,0.6514841724300495]
[ 341,0.6514841724300495]
[ 342,0.6514841724300495]
[ 343,0.6514841724300495]
[ 344,0.6514841724300495]
[ 345,0.6514841724300495]
[ 346,0.6514841724300495]
[ 347,0.6514841724300495]
[ 348,0.6514841724300495]
[ 349,0.6514841724300495]
[ 350,0.6514841724300495]
[ 351,0.6514841724300495]
[ 352,0.6514841724300495]
[ 353,0.6514841724300495]
[ 354,0.6514841724300495]
[ 355,0.6514841724300495]
[ 356,0.6514841724300495]
[ 357,0.6514841724300495]
[ 358,0.6514841724300495]
[ 359,0.6514841724300495]
[ 360,0.6514841724300495]
[ 361,0.6514841724300495]
[ 362,0.6514841724300495]
[ 363,0.6514841724300495]
[ 364,0.6514841724300495]
[ 365,0.6514841724300495]
[ 366,0.6514841724300495]
[ 367,0.6514841724300495]
[ 368,0.6514841724300495]
[ 369,0.6514841724300495]
[ 370,0.6514841724300495]
[ 371,0.6514841724300495]
[ 372,0.6514841724300495]
[ 373,0.6514841724300495]
[ 374,0.6514841724300495]
[ 375,0.6514841724300495]
[ 376,0.6514841724300495]
[ 377,0.6514841724300495]
[ 378,0.6514841724300495]
[ 379,0.6514841724300495]
[ 380,0.6514841724300495]
[ 381,0.6514841724300495]
[ 382,0.6514841724300495]
[ 383,0.6514841724300495]
[ 384,0.6514841724300495]
[ 385,0.6514841724300495]
[ 386,0.6514841724300495]
[ 387,0.6514841724300495]
[ 388,0.6514841724300495]
[ 389,0.6514841724300495]
[ 390,0.6514841724300495]
[ 391,0.6514841724300495]
[ 392,0.6514841724300495]
[ 393,0.6514841724300495]
[ 394,0.6514841724300495]
[ 395,0.6514841724300495]
[ 396,0.6514841724300495]
[ 397,0.6514841724300495]
[ 398,0.6514841724300495]
[ 399,0.6514841724300495]
[ 400,0.6514841724300495]
[ 401,0.6514841724300495]
[ 402,0.6514841724300495]
[ 403,0.6514841724300495]
[ 404,0.6514841724300495]
[ 405,0.6514841724300495]
[ 406,0.6514841724300495]
[ 407,0.6514841724300495]
[ 408,0.6514841724300495]
[ 409,0.6514841724300495]
[ 410,0.6514841724300495]
[ 411,0.6514841724300495]
[ 412,0.6514841724300495]
[ 413,0.6514841724300495]
[ 414,0.6514841724300495]
[ 415,0.6514841724300495]
[ 416,0.6514841724300495]
[ 417,0.6514841724300495]
[ 418,0.6514841724300495]
[ 419,0.6514841724300495]
[ 420,0.6514841724300495]
[ 421,0.6514841724300495]
[ 422,0.6514841724300495]
[ 423,0.6514841724300495]
[ 424,0.6514841724300495]
[ 425,0.6514841724300495]
[ 426,0.6514841724300495]
[ 427,0.6514841724300495]
[ 428,0.6514841724300495]
[ 429,0.6514841724300495]
[ 430,0.6514841724300495]
[ 431,0.6514841724300495]
[ 432,0.6514841724300495]
[ 433,0.6514841724300495]
[ 434,0.6514841724300495]
[ 435,0.6514841724300495]
[ 436,0.6514841724300495]
[ 437,0.6514841724300495]
[ 438,0.6514841724300495]
[ 439,0.6514841724300495]
[ 440,0.6514841724300495]
[ 441,0.6514841724300495]
[ 442,0.6514841724300495]
[ 443,0.6514841724300495]
[ 444,0.6514841724300495]
[ 445,0.6514841724300495]
[ 446,0.6514841724300495]
[ 447,0.6514841724300495]
[ 448,0.6514841724300495]
[ 449,0.6514841724300495]
[ 450,0.6514841724300495]
[ 451,0.6514841724300495]
[ 452,0.6514841724300495]
[ 453,0.6514841724300495]
[ 454,0.6514841724300495]
[ 455,0.6514841724300495]
[ 456,0.6514841724300495]
[ 457,0.6514841724300495]
[ 458,0.6514841724300495]
[ 459,0.6514841724300495]
[ 460,0.6514841724300495]
[ 461,0.6514841724300495]
[ 462,0.6514841724300495]
[ 463,0.6514841724300495]
[ 464,0.6514841724300495]
[ 465,0.6514841724300495]
[ 466,0.6514841724300495]
[ 467,0.6514841724300495]
[ 468,0.6514841724300495]
[ 469,0.6514841724300495]
[ 470,0.6514841724300495]
[ 471,0.6514841724300495]
[ 472,0.6514841724300495]
[ 473,0.6514841724300495]
[ 474,0.6514841724300495]
[ 475,0.6514841724300495]
[ 476,0.6514841724300495]
[ 477,0.6514841724300495]
[ 478,0.6514841724300495]
