./data/maxFitness/20191025/VQD5-2.txt
[ 1,0.4149873182729224]
[ 2,0.4221674172950774]
[ 3,0.4317893674064702]
[ 4,0.44170227101981074]
[ 5,0.4418787162440069]
[ 6,0.4418787162440069]
[ 7,0.4451141065109375]
[ 8,0.47915863666169534]
[ 9,0.47915863666169534]
[ 10,0.5033472986477922]
[ 11,0.5033472986477922]
[ 12,0.5033687188309149]
[ 13,0.5060045534675702]
[ 14,0.5068668191199152]
[ 15,0.5122417205086465]
[ 16,0.5211505350739599]
[ 17,0.5211836513253181]
[ 18,0.5212429191486809]
[ 19,0.5295753331303701]
[ 20,0.5295753331303701]
[ 21,0.5576278402426225]
[ 22,0.5576289322569981]
[ 23,0.5576289322569981]
[ 24,0.5576289322569981]
[ 25,0.5576321833869958]
[ 26,0.557758726025148]
[ 27,0.5638439939221617]
[ 28,0.5638439939221617]
[ 29,0.564844043013628]
[ 30,0.564844043013628]
[ 31,0.5666868782443018]
[ 32,0.5680368417094174]
[ 33,0.5693464753234665]
[ 34,0.5739475192709593]
[ 35,0.5739579312318331]
[ 36,0.5793714787226723]
[ 37,0.5793714787226723]
[ 38,0.5793714787226723]
[ 39,0.5930192822977933]
[ 40,0.6014942075082199]
[ 41,0.6014942075082199]
[ 42,0.6014942075082199]
[ 43,0.607324045150859]
[ 44,0.607324045150859]
[ 45,0.6075262354638085]
[ 46,0.6082330589960167]
[ 47,0.6094718586549285]
[ 48,0.610920362083662]
[ 49,0.6121417915202353]
[ 50,0.6121434314509798]
[ 51,0.6121434314509798]
[ 52,0.6169943534904329]
[ 53,0.6171247831378225]
[ 54,0.6173158288944135]
[ 55,0.6173158288944135]
[ 56,0.6174501472669183]
[ 57,0.6175508044253927]
[ 58,0.6214058367624168]
[ 59,0.6214058367624168]
[ 60,0.6214058367624168]
[ 61,0.6219961601972935]
[ 62,0.6220178699498474]
[ 63,0.622059314884783]
[ 64,0.622059314884783]
[ 65,0.6220810246373369]
[ 66,0.6220810246373369]
[ 67,0.6220810246373369]
[ 68,0.6224229279156738]
[ 69,0.6224229279156738]
[ 70,0.6230828731925288]
[ 71,0.6230828731925288]
[ 72,0.6230828731925288]
[ 73,0.6234642094535144]
[ 74,0.6247700227165985]
[ 75,0.6247782290642042]
[ 76,0.6249596408635139]
[ 77,0.6251544579066675]
[ 78,0.6251634531099645]
[ 79,0.6251637003629392]
[ 80,0.6252409388089563]
[ 81,0.6252460649588656]
[ 82,0.625246722175068]
[ 83,0.6269824949361036]
[ 84,0.626993785708888]
[ 85,0.626993785708888]
[ 86,0.6285093151593033]
[ 87,0.6285104837446213]
[ 88,0.6295144003566348]
[ 89,0.6295210082895635]
[ 90,0.6295210711725726]
[ 91,0.6295210711725726]
[ 92,0.6295217878816787]
[ 93,0.6295217878816787]
[ 94,0.6344577487913805]
[ 95,0.6344577487913805]
[ 96,0.6344577487913805]
[ 97,0.6344577487913805]
[ 98,0.6379032666289336]
[ 99,0.6379032668651081]
[ 100,0.6379032705347377]
[ 101,0.6384781293940058]
[ 102,0.6406977728075857]
[ 103,0.6406982640957052]
[ 104,0.6413945217083903]
[ 105,0.6413948077566347]
[ 106,0.6413949871773408]
[ 107,0.6413949871773408]
[ 108,0.6469207146604509]
[ 109,0.6469207146604509]
[ 110,0.6485882770507236]
[ 111,0.6485882770507236]
[ 112,0.6490291255146764]
[ 113,0.6572967485316055]
[ 114,0.6572967485316055]
[ 115,0.6594726623316929]
[ 116,0.6594726623316929]
[ 117,0.6594726623316929]
[ 118,0.6594726623316929]
[ 119,0.6594726623316929]
[ 120,0.6594726623316929]
[ 121,0.6603159115894821]
[ 122,0.6603159115894821]
[ 123,0.6605546521364111]
[ 124,0.6605546521364111]
[ 125,0.6609583337070608]
[ 126,0.6618282170282193]
[ 127,0.6618282170282193]
[ 128,0.6618282170282193]
[ 129,0.6628542530555395]
[ 130,0.6628542530555395]
[ 131,0.6628542530555395]
[ 132,0.6628542530555395]
